ENTREZ_ID,GENESYMBOLS
3279,AT1G76720
3280,AT3G48620
3281,AT3G25013
3282,RGS1
3283,AT5G07910
3284,AT5G24430
3285,AT5G07020
3286,EPF2
3287,AT4G33960
3288,EMB2752
3289,SHR
3290,AT2G41250
3291,AT1G52390
3292,PGSIP7
3293,AGL29
3294,AT5G03380
3295,AT2G05765
3296,GEM
3297,PRXR1
3298,AT1G07885
3299,GAPA-2
3300,AT2G03980
3301,AT4G13190
3302,INT3
3303,AT5G04781
3304,AT4G26790
3305,AT1G04770
3306,AT5G38780
3307,AT4G06742
3308,MAPKKK13
3309,AT2G44930
3310,TBL23
3311,AT5G28910
3312,APT1
3313,AT3G12910
3314,emb1273
3315,AT2G04130
3316,AT3G02390
3317,AT2G46940
3318,AT4G03480
3319,AT4G08850
3320,SUMO3
3321,AT5G44600
3322,AT5G44020
3323,SEX4
3324,NUDX19
3325,AT4G08240
3326,AT1G20500
3327,AT4G21192
3328,IAA6
3329,AT1G60110
3330,UMAMIT44
3331,AT4G34800
3332,AT2G10280
3333,AT1G03720
3334,AT4G23885
3335,AT1G69610
3336,AT3G07580
3337,AT1G44000
3338,AT1G22520
3339,AT5G54710
3340,GLR1.1
3341,PNC2
3342,AT3G10780
3343,UBQ8
3344,GPX3
3345,AtCaN2
3346,AT5G35180
3347,GPX5
3348,MTHFR2
3349,AT3G48760
3350,FAF3
3351,SYP124
3352,AT4G30600
3353,RAP2.6
3354,TO1
3355,AT1G75300
3356,AT5G27771
3357,AT4G35370
3358,AT1G61180
3359,AT3G56410
3360,AT5G08660
3361,AT1G33590
3362,FBH3
3363,AT5G03120
3364,AT1G56420
3365,PAE2
3366,AT1G11940
3367,AT5G14700
3368,AOC3
3369,AT3G59540
3370,rps15ae
3371,AT1G69510
3372,AT4G19890
3373,AT4G30662
3374,ANNAT3
3375,AT5G58030
3376,AT5G27037
3377,AXS2
3378,CRK2
3379,CESA1
3380,AT3G61750
3381,AT1G31540
3382,AT4G02530
3383,AT2G25720
3384,AT5G35450
3385,AT5G20060
3386,AT1G68080
3387,AT3G63445
3388,DMT2
3389,CKX4
3390,CLE43
3391,AT1G27350
3392,DCL4
3393,NRPB7
3394,AT1G53345
3395,AT5G59790
3396,AT1G29070
3397,AT1G07650
3398,WIP1
3399,AT1G65484
3400,AT4G38370
3401,AT5G30490
3402,AT1G50130
3403,AT1G14970
3404,AT3G46540
3405,COW1
3406,AT5G53070
3407,AT1G34010
3408,RABB1a
3409,AT2G43460
3410,NAC100
3411,AT1G24010
3412,AT3G47120
3413,RABA3
3414,AT2G22930
3415,AT1G65900
3416,MYB11
3417,AT2G29290
3418,PHP
3419,AGP41
3420,AT2G36540
3421,AT5G01440
3422,AT4G15650
3423,AT1G01350
3424,AT1G22200
3425,SmD3
3426,AT4G37230
3427,CHR42
3428,TBL24
3429,SCAB1
3430,LOG6
3431,AT2G17972
3432,AT4G04190
3433,AT4G32610
3434,AT4G12410
3435,CRK14
3436,PAO4
3437,AT5G67630
3438,CIP1
3439,AT5G48690
3440,AT2G17530
3441,SAHH2
3442,AT5G03660
3443,ROC7
3444,BGLU6
3445,EXPA20
3446,IIL1
3447,ATCSLA09
3448,ATHXK4
3449,AT1G62660
3450,AT3G59890
3451,AT5G10960
3452,SETH1
3453,AT2G03330
3454,AT5G17280
3455,AT5G36240
3456,SIRB
3457,AT1G78530
3458,AT3G52730
3459,VIP3
3460,AT1G15270
3461,AT2G31670
3462,FHL
3463,RABA1d
3464,AT5G56520
3465,AT1G65180
3466,FBS2
3467,AT1G10740
3468,AT3G15810
3469,CYP71B24
3470,AT2G34460
3471,AL6
3472,AT2G23100
3473,AT5G57040
3474,AT5G52010
3475,AT4G16490
3476,AT3G48080
3477,AT5G02710
3478,TK1b
3479,At1g78690p
3480,ALDH11A3
3481,AT5G06165
3482,LPA66
3483,AT4G04680
3484,AT3G52670
3485,AT3G22550
3486,UP6
3487,AT1G61260
3488,AT1G02670
3489,GLY2
3490,NRPD7
3491,PUP18
3492,AT5G02210
3493,CYP705A14P
3494,AT4G13070
3495,AT4G33180
3496,ARPC1B
3497,TTL2
3498,AT1G61490
3499,AT2G19980
3500,AT3G58220
3501,AT3G43740
3502,BLOS1
3503,OPA3
3504,AT1G51540
3505,AT1G64405
3506,XRCC2
3507,AKN2
3508,AT3G55050
3509,AT1G08220
3510,IDN2
3511,BGAL14
3512,AT5G22090
3513,AT4G28060
3514,AT2G07687
3515,AT1G48745
3516,AT4G30570
3517,AT1G52347
3518,AT4G00955
3519,AT2G07674
3520,AT5G63490
3521,AT4G10600
3522,AT4G32360
3523,AT5G02950
3524,AT3G06240
3525,PUP19
3526,AT4G28085
3527,SD1-13
3528,AT1G65295
3529,PUP12
3530,AT3G16560
3531,LAP3
3532,AT2G07739
3533,AT2G29995
3534,AT5G65260
3535,AT2G23348
3536,AT4G11350
3537,FdC2
3538,AT2G36792
3539,AT5G59610
3540,AT1G71866
3541,HDG9
3542,AT1G68140
3543,AT1G69800
3544,AT1G66260
3545,AT5G26790
3546,CER1
3547,AT1G78010
3548,U2.2
3549,AT1G22250
3550,RIC10
3551,AT1G72416
3552,AT5G03990
3553,RGP2
3554,CRCK1
3555,AT1G67910
3556,PEPKR1
3557,AT5G41470
3558,AT5G22080
3559,AT3G47875
3560,AT1G48200
3561,AT1G66100
3562,GolS1
3563,CRK19
3564,CYP94B1
3565,AT3G05935
3566,AT2G29070
3567,AT5G67170
3568,MLO4
3569,AT4G35070
3570,GATA16
3571,ACR12
3572,AQI
3573,ATL63
3574,c-NAD-MDH1
3575,ADC1
3576,SERAT2;2
3577,AT2G22482
3578,AT4G26480
3579,AT2G01020
3580,AT1G80290
3581,AT3G56080
3582,PLSP1
3583,SFR2
3584,PAP1
3585,CBSX5
3586,AOP1
3587,SADHU7-1
3588,SUC5
3589,AT4G00350
3590,AT3G32930
3591,AT1G68440
3592,AT1G01540
3593,AT2G39710
3594,AT1G10657
3595,NDT1
3596,ORF121A
3597,CPT
3598,AT4G12850
3599,AFR
3600,AT3G50860
3601,SRT2
3602,AT4G16140
3603,AT3G50650
3604,SOG1
3605,AT1G26761
3606,AT1G09330
3607,NF-YB6
3608,RDM1
3609,GSTU13
3610,RS2Z33
3611,AT5G19830
3612,PGM3
3613,AGP27
3614,CHX2
3615,EDA12
3616,CYP72A9
3617,AT3G45160
3618,SIP4
3619,AT1G01130
3620,ACA4
3621,AT1G05894
3622,AT2G43240
3623,AT4G06566
3624,AT1G36922
3625,GCL2
3626,AT4G28480
3627,AT4G08520
3628,AT1G19190
3629,AT3G14170
3630,AT3G02620
3631,PMD2
3632,AT3G12345
3633,AT5G06790
3634,AT4G10414
3635,AT1G47360
3636,AT5G56850
3637,AT5G23510
3638,AT2G14470
3639,MC7
3640,AT3G15320
3641,AT3G09085
3642,AT5G44416
3643,AT1G35430
3644,SWEET1
3645,AT5G28660
3646,AAP1
3647,AT3G41768
3648,ALDH10A8
3649,AT2G07698
3650,AT5G46115
3651,CYP706A4
3652,NF-YA8
3653,CAD5
3654,AT1G07473
3655,AT4G12290
3656,AT3G10090
3657,AT2G07783
3658,AT5G47930
3659,AT5G19630
3660,AT4G16530
3661,HB32
3662,AT5G55010
3663,AT3G09970
3664,TBL43
3665,AT5G18360
3666,AT3G44160
3667,AT1G10650
3668,AGL38
3669,AT5G15802
3670,AT4G11590
3671,FNR1
3672,AT1G74055
3673,TRY
3674,RTNLB3
3675,AT1G70020
3676,BEH3
3677,AT1G27480
3678,GCL1
3679,COB
3680,AT5G48800
3681,GER1
3682,PCS1
3683,ALPHA-SNAP2
3684,STR16
3685,AT2G05950
3686,AT5G02740
3687,AT3G16010
3688,AT5G37380
3689,AT4G03940
3690,AT4G01335
3691,AT3G32917
3692,TBL42
3693,AT3G28480
3694,MYB47
3695,AT5G24980
3696,MES18
3697,AT5G41180
3698,AT1G26290
3699,SDG40
3700,AT1G03250
3701,AT4G16835
3702,AT2G36040
3703,AAS
3704,AT5G34665
3705,AT1G51110
3706,MYB113
3707,AT1G77270
3708,AT5G39790
3709,AT3G15680
3710,AT5G61190
3711,AT1G73940
3712,AT2G36355
3713,TTG2
3714,ABCA5
3715,SAUR26
3716,ACA2
3717,AT4G22760
3718,AT1G67870
3719,PMDH1
3720,AT2G31110
3721,AT5G43260
3722,AT3G58630
3723,AT2G34380
3724,AT4G27570
3725,LSM1A
3726,AT1G09150
3727,AT1G17160
3728,AT3G02910
3729,GRIK1
3730,AT2G43932
3731,AT3G44035
3732,ALDH10A9
3733,AT5G40060
3734,AT4G20095
3735,AT2G20270
3736,AT1G13370
3737,PYL4
3738,FIP1
3739,ZIP11
3740,AT5G54300
3741,SPR1
3742,SOB5
3743,AT4G34071
3744,AT5G44065
3745,PYR1
3746,KNAT3
3747,AT1G05135
3748,CKS
3749,AT4G37700
3750,AT1G66690
3751,NA
3752,PBC2
3753,AT4G29560
3754,AT1G35535
3755,UGT74E2
3756,AT2G07213
3757,SHB1
3758,AT2G15760
3759,AT3G57760
3760,AT4G03823
3761,AT5G35570
3762,AT1G17030
3763,RABA4C
3764,RLP31
3765,AT5G40340
3766,AT5G20820
3767,AT2G35387
3768,CYP5
3769,DPMS1
3770,AT3G10720
3771,AT1G32630
3772,AT1G74400
3773,AT2G04170
3774,CRK11
3775,STV1
3776,AT1G12830
3777,AT1G21220
3778,AT1G75550
3779,AT1G77230
3780,AT2G16750
3781,AT1G16350
3782,AT4G03180
3783,AT5G25230
3784,AT1G11020
3785,AT4G38250
3786,AT3G63220
3787,RPH1
3788,AT3G26350
3789,VPS60.2
3790,AT1G06010
3791,Cand1
3792,CCB203
3793,AT1G17200
3794,AT2G35585
3795,PRA1.B5
3796,AT2G01300
3797,AT1G73700
3798,AT4G28570
3799,PDC2
3800,AT2G37680
3801,GAUT4
3802,PSY
3803,AT3G30120
3804,AT3G06070
3805,PGK1
3806,AT1G18170
3807,AT2G17990
3808,AT3G11402
3809,VSR4
3810,RGL1
3811,PBCP
3812,MT2A
3813,AT3G10060
3814,AT1G72740
3815,Kin3
3816,AT3G06220
3817,MYB50
3818,AT4G36980
3819,AT2G19260
3820,MEF19
3821,EXL7
3822,RHM1
3823,AT5G44578
3824,APC1
3825,AT4G13996
3826,PR-1-LIKE
3827,AT4G16770
3828,AT2G43760
3829,HKL1
3830,AT5G09995
3831,RBP45A
3832,AT1G62333
3833,AT3G04830
3834,CAM5
3835,TIM8
3836,AT3G53600
3837,AT1G65200
3838,AT2G29340
3839,NAD-ME2
3840,AT3G47380
3841,EHB1
3842,HIPP25
3843,DL1D
3844,AT3G56300
3845,CPSF30
3846,AT5G50370
3847,MSH5
3848,AT5G38730
3849,AT1G10660
3850,AT4G14020
3851,ZAC
3852,AT3G59000
3853,AT2G46320
3854,AT3G25490
3855,ARF2
3856,RRN18
3857,AT1G65950
3858,AT2G41040
3859,AT4G16695
3860,AT1G35130
3861,AT3G59910
3862,GOS11
3863,AT1G64370
3864,AT2G41000
3865,AT3G25815
3866,AT3G56580
3867,SINAT2
3868,AT4G21620
3869,AT3G08600
3870,AT5G12450
3871,AT1G51670
3872,AT1G51870
3873,TPR8
3874,AT3G07340
3875,UBC18
3876,AT2G23690
3877,AT2G36110
3878,AT1G62590
3879,AT3G13280
3880,AT4G20725
3881,AT4G04480
3882,bZIP3
3883,PDE338
3884,AT5G56370
3885,CK1
3886,AT4G37420
3887,AT5G42680
3888,AT1G54770
3889,AT4G38810
3890,AT2G06100
3891,AT3G26910
3892,SCL30A
3893,AT4G01023
3894,AT2G38780
3895,AT2G33260
3896,AT1G62770
3897,AT5G11330
3898,PLL4
3899,RABH1a
3900,AT5G54170
3901,AT3G25011
3902,AT2G11880
3903,CSA1
3904,ARPC1A
3905,CPA
3906,SYP61
3907,AT3G05830
3908,AT2G40780
3909,AT2G47640
3910,GAS41
3911,AT1G62045
3912,AT3G24110
3913,AT3G29375
3914,AT1G73020
3915,AT3G17070
3916,NAP5
3917,XLG1
3918,NAD5
3919,ABCG22
3920,AT2G24592
3921,AT2G35795
3922,ASPGA1
3923,NAC2
3924,AT1G05550
3925,AT1G43310
3926,AGF2
3927,AT3G27600
3928,XTH6
3929,AT1G08710
3930,LPA1
3931,AT2G07688
3932,AT3G48346
3933,ATXR5
3934,AT2G06760
3935,AT5G48970
3936,AT5G42760
3937,AT1G23100
3938,VAT1
3939,AT4G06615
3940,SEC61 BETA
3941,AT2G35410
3942,TCP3
3943,AT2G30830
3944,CPK5
3945,AT5G40660
3946,PSK3
3947,AT3G13277
3948,AT4G40020
3949,CYP72C1
3950,XTH16
3951,CPN20
3952,ULT1
3953,AT2G13000
3954,AT5G41840
3955,EMB2768
3956,AT5G22460
3957,AT4G24420
3958,SAUR63
3959,AT4G32350
3960,AT3G44670
3961,AT1G56045
3962,AT1G29670
3963,CYP71B37
3964,AT2G27140
3965,AT3G17225
3966,EIF4E
3967,SYP41
3968,AT1G42480
3969,AT5G12470
3970,BRK1
3971,AT2G13130
3972,PMSR3
3973,AL4
3974,AT4G16442
3975,SDS
3976,RAD51B
3977,HAB2
3978,NAD7
3979,AT2G32090
3980,AT3G13500
3981,SUC1
3982,OHP2
3983,AT1G10110
3984,SR1
3985,LBD1
3986,AT3G25826
3987,PSD2
3988,IPT7
3989,emb1441
3990,AT1G50140
3991,AT1G76440
3992,AT1G11360
3993,HCF101
3994,AT4G16215
3995,AT1G70000
3996,GPX4
3997,AT3G59840
3998,AT1G15430
3999,AT5G07890
4000,AT1G68580
4001,AT2G33420
4002,AT5G33990
4003,AT5G58120
4004,AT5G17660
4005,GSTZ1
4006,AT5G05600
4007,AT2G44090
4008,AT2G24760
4009,AT5G03110
4010,AT1G63610
4011,AT2G19910
4012,AT4G38980
4013,AT1G28395
4014,AT5G05890
4015,AT4G33467
4016,AT5G64816
4017,AT4G10950
4018,TOM6
4019,JAZ10
4020,AT5G65120
4021,AT3G17712
4022,ABR1
4023,AT5G48490
4024,AT5G04320
4025,AT3G15650
4026,AT3G54160
4027,PEN2
4028,AT4G04601
4029,AT4G37280
4030,AT5G03890
4031,AT4G35940
4032,AT3G07380
4033,AT4G24830
4034,AT1G78865
4035,APRR8
4036,AT1G23340
4037,ZML2
4038,AT5G63260
4039,AT5G12310
4040,GONST4
4041,GGPS1
4042,AT1G21651
4043,AT1G62600
4044,AT2G42975
4045,ORF145C
4046,AT1G61620
4047,POLGAMMA2
4048,AT4G32960
4049,AT3G43930
4050,AT3G26360
4051,AT1G78172
4052,AT1G60075
4053,MIR159b
4054,AT3G27570
4055,INT2
4056,AT3G43357
4057,AT4G32590
4058,AT4G38290
4059,AT1G33475
4060,PBS1
4061,ATSDI1
4062,AT4G16240
4063,HOS3-1
4064,OCP3
4065,AT4G23950
4066,AT3G03773
4067,AT5G07610
4068,NdhT
4069,ADK
4070,RUXF
4071,AT5G09510
4072,AT2G37500
4073,AT3G54130
4074,AT5G42645
4075,GPAT2
4076,AT1G60900
4077,RUB1
4078,TPD1
4079,AT2G10605
4080,AT2G03291
4081,AT1G63750
4082,AT2G43865
4083,AT5G20740
4084,CPK28
4085,AT2G43530
4086,AT4G38550
4087,AT1G34440
4088,GGP3
4089,AT3G23390
4090,AT4G13170
4091,AT4G35295
4092,AT2G07030
4093,AT2G33000
4094,AT1G77405
4095,AT3G25130
4096,AT4G35220
4097,AGP16
4098,AT3G22235
4099,AT3G05327
4100,WAK4
4101,AT5G17540
4102,AT3G02610
4103,AT5G20130
4104,CRK3
4105,PERK3
4106,RUS5
4107,AT1G23960
4108,AT2G27402
4109,AT1G13195
4110,emb2204
4111,AT1G23965
4112,5PTase12
4113,AT5G09290
4114,AT5G37410
4115,ABA2
4116,AT2G33255
4117,AT4G26710
4118,PK1
4119,AT3G25660
4120,DRL1
4121,PUB26
4122,AT4G15010
4123,CLE2
4124,AT4G33140
4125,AT1G45140
4126,AT2G40270
4127,AT4G11390
4128,FIB
4129,U11/U12-31K
4130,AT2G05270
4131,EMB3105
4132,TWD1
4133,AT4G29700
4134,RPB5D
4135,ATP5
4136,AT2G45685
4137,ARGAH2
4138,NUDT7
4139,AT2G43550
4140,SCAMP3
4141,RBOH F
4142,MEF3
4143,AT1G70740
4144,NTL8
4145,AT2G17610
4146,TRFL4
4147,AT1G24270
4148,AT2G34230
4149,AT1G51850
4150,AT2G44000
4151,AGL23
4152,AT1G05210
4153,AT3G52680
4154,NET4A
4155,AT1G72090
4156,AOP2
4157,LSM3B
4158,AT1G44760
4159,CIPK26
4160,AT5G08060
4161,AT4G18300
4162,AT3G11210
4163,AT2G22370
4164,RS2Z32
4165,AT2G13420
4166,AT3G44790
4167,GLDP2
4168,AT4G11211
4169,AT4G01915
4170,AT2G12780
4171,RRN5
4172,bZIP68
4173,DRL1
4174,AT5G65470
4175,CLC-F
4176,AT1G53233
4177,AT1G35700
4178,AME3
4179,SCPL7
4180,AT3G19520
4181,AT2G38465
4182,CA1
4183,AT5G49410
4184,AT3G16712
4185,PHYD
4186,AT5G59470
4187,AT4G37020
4188,AT5G42250
4189,GGH2
4190,AT3G60920
4191,ROPGEF11
4192,AT3G48344
4193,AT4G11560
4194,AT3G06700
4195,AT1G66110
4196,AT1G24130
4197,GT2
4198,AT5G25754
4199,AT2G26240
4200,SK41
4201,CM3
4202,SIR
4203,At17.1
4204,AT1G56345
4205,AT5G51410
4206,UBQ9
4207,AT2G37435
4208,CAM3
4209,PFD3
4210,AT1G61165
4211,AT4G28170
4212,RGL2
4213,RABC2b
4214,AT5G47940
4215,AT1G40087
4216,NTL
4217,AT1G61440
4218,AT2G39170
4219,AT5G06420
4220,AT4G13992
4221,AT4G17240
4222,PAPP2C
4223,RALFL34
4224,AT2G35030
4225,AT4G39040
4226,HSFA3
4227,TRM21
4228,MRL7
4229,NUDX13
4230,CB5-C
4231,PLP3b
4232,ATAN11
4233,NA
4234,AT3G10890
4235,TRFL9
4236,AT5G18180
4237,AT5G20090
4238,AT5G17560
4239,CER4
4240,AT1G22830
4241,AT3G15900
4242,AT5G01595
4243,AT3G17800
4244,AT1G76350
4245,AT3G27025
4246,scpl4
4247,AT1G29465
4248,AT2G10735
4249,AT3G22090
4250,AT3G60080
4251,AT4G01040
4252,AREB3
4253,AT3G02190
4254,AT1G17145
4255,AT2G07775
4256,AT5G61590
4257,AT2G40910
4258,AT4G31330
4259,DIN9
4260,AGP21
4261,CIPK4
4262,AT5G54569
4263,AT5G38005
4264,PFA-DSP4
4265,AT1G17620
4266,KCS20
4267,AT5G33399
4268,ATS3
4269,HVA22D
4270,AT3G14100
4271,PLS
4272,NF-YB2
4273,ARF1
4274,AT3G58180
4275,AT3G04184
4276,RPL27AB
4277,BZIP60
4278,AT1G36190
4279,MEE18
4280,AT1G01490
4281,AT5G23535
4282,AT1G49700
4283,AT1G70280
4284,AT4G15670
4285,MGD1
4286,CYP71B33
4287,GTG2
4288,AT1G53380
4289,CAM1
4290,AT4G04150
4291,AT4G02482
4292,AT5G43822
4293,AT1G73040
4294,AT1G29418
4295,LAG13
4296,AT4G16900
4297,AT1G62520
4298,TRZ1
4299,AT5G44220
4300,AT1G71360
4301,AT5G25570
4302,AT2G25190
4303,AT5G38310
4304,AT1G04200
4305,AT5G09890
4306,AT3G19660
4307,TPS08
4308,AT3G52040
4309,RPB5E
4310,AT2G14455
4311,FT1
4312,AT4G21890
4313,SPL15
4314,AT3G52260
4315,AT2G26800
4316,AT1G68030
4317,C2
4318,AT1G05540
4319,AT2G25625
4320,FUC1
4321,MCD1
4322,OFP11
4323,LCAT3
4324,AT2G24310
4325,AT1G35560
4326,AT5G17380
4327,CP12-2
4328,AT4G17670
4329,AT4G26860
4330,ATG18B
4331,AT2G14070
4332,AT5G02720
4333,AT1G65485
4334,AT4G26795
4335,PSY1R
4336,AT5G63900
4337,AT5G23155
4338,AT5G33207
4339,AT1G04480
4340,AT4G08190
4341,AT5G25470
4342,HPL1
4343,AT5G65205
4344,SNRK2.3
4345,AT1G56720
4346,AT1G61280
4347,PFK1
4348,CRB
4349,AT1G19240
4350,AT4G01230
4351,AT4G16460
4352,AT3G47250
4353,EXO70H7
4354,AT1G67480
4355,AT2G19140
4356,PAI1
4357,AT5G27760
4358,AT2G30100
4359,AT3G07920
4360,AT3G47090
4361,MDHAR
4362,AT1G07450
4363,AT4G20362
4364,AT4G26380
4365,AT5G48790
4366,ARR6
4367,AT1G53440
4368,UMAMIT6
4369,AT4G30830
4370,AT3G46650
4371,NAC032
4372,AT4G10650
4373,MAP65-4
4374,AT4G11550
4375,AT1G03650
4376,AT2G17442
4377,DWF4
4378,IDD16
4379,AT2G04100
4380,AT1G25260
4381,AT4G31790
4382,AT5G38720
4383,AT4G10360
4384,PSBL
4385,PAP16
4386,AT3G19550
4387,AT1G51340
4388,AT1G34100
4389,AT5G57860
4390,HWI1
4391,AT2G38980
4392,AT4G33280
4393,AT2G04900
4394,AT5G37540
4395,PIP2A
4396,AT2G45720
4397,CSP3
4398,STE1
4399,AT3G15110
4400,AMT2
4401,AT4G02485
4402,CYP705A23
4403,AT2G10980
4404,IAR4
4405,BRG2
4406,AT5G18065
4407,TIFY7
4408,MIPS2
4409,EFR
4410,AT5G16590
4411,ACS11
4412,NUDT24
4413,AT4G03500
4414,DGK1
4415,AT4G01735
4416,AT1G17430
4417,AT5G16640
4418,AT5G16200
4419,AT5G60270
4420,arpc2b
4421,AT4G21730
4422,PSB28
4423,AT4G18810
4424,CRK42
4425,AT1G33100
4426,AT4G30090
4427,AT5G50420
4428,AT1G36630
4429,AT3G50560
4430,AT1G50575
4431,RBL7
4432,AT2G42190
4433,AT3G51325
4434,TRB3
4435,SCPL51
4436,AT1G59960
4437,ATHSRP54A
4438,AT1G45248
4439,RPL9
4440,WRKY11
4441,AT1G26880
4442,AT4G36925
4443,AT5G39800
4444,AT4G12890
4445,AT3G27906
4446,AT5G41710
4447,AT5G59305
4448,AT2G40290
4449,AT5G53930
4450,CPK4
4451,GAUT7
4452,AT2G28370
4453,HMA1
4454,NGA2
4455,AT3G48020
4456,ORF107A
4457,AT3G24360
4458,AT4G32390
4459,MMZ2
4460,AT5G55050
4461,AT1G12440
4462,AT5G66000
4463,AT2G37975
4464,AT5G38290
4465,AT3G53840
4466,AT2G42980
4467,AT3G57810
4468,GT18
4469,AT2G24280
4470,LYM2
4471,ABCC13
4472,AT3G63390
4473,1-Sep
4474,AGL81
4475,Y14
4476,RIBA3
4477,AT1G54355
4478,AT4G22370
4479,GAD2
4480,Hsp81.4
4481,AT1G24570
4482,UGT76C1
4483,UNG
4484,CP1
4485,AT5G41890
4486,P4H13
4487,AT2G04305
4488,AT4G16146
4489,AT5G20500
4490,MEA
4491,AT3G24600
4492,TRX1
4493,emb2386
4494,AT3G45390
4495,KCS4
4496,AT3G05220
4497,AT5G47170
4498,AT3G48200
4499,AT4G39110
4500,AT1G72070
4501,AT5G35120
4502,MIR162a
4503,AT4G34660
4504,AT3G58640
4505,DIC3
4506,AT1G64625
4507,AT1G44780
4508,AT3G27473
4509,AT1G34470
4510,AT1G19710
4511,AT1G66930
4512,AT4G34090
4513,AT4G27852
4514,CAF2
4515,CYP96A1
4516,RTM2
4517,SDE5
4518,AT2G02510
4519,HAM2
4520,FKBP15-2
4521,AT5G40310
4522,AT3G14530
4523,AT1G14130
4524,PRD3
4525,TPK2
4526,AT3G56408
4527,AT3G07500
4528,AT2G21430
4529,AT2G01037
4530,AT2G11310
4531,AT5G11910
4532,AT3G28770
4533,AT3G10915
4534,AT5G55370
4535,AT1G12150
4536,HSP1
4537,AT1G19170
4538,AT2G23945
4539,HAL3A
4540,AT5G27400
4541,AGP17
4542,AT1G16260
4543,AT5G22020
4544,TPR13
4545,AT2G07717
4546,AT5G18661
4547,AT1G46552
4548,AT2G13960
4549,AT1G18310
4550,AT2G36580
4551,UPS3
4552,FMO
4553,AT5G33393
4554,AT5G53140
4555,RAB1A
4556,AT5G48335
4557,AT4G36440
4558,AT2G48030
4559,SERAT3;2
4560,AT2G15128
4561,AT2G05642
4562,AT5G13810
4563,AT5G66558
4564,AT1G26660
4565,RLP40
4566,AT3G52105
4567,BZO2H1
4568,AT4G14500
4569,AT5G61750
4570,AT4G15710
4571,AT5G67620
4572,AT2G25770
4573,ZAP1
4574,AT5G08050
4575,AT5G45775
4576,AT2G32640
4577,BAM5
4578,UPM1
4579,ATE1
4580,AT1G32415
4581,AT2G26810
4582,AT5G26630
4583,AT3G19010
4584,AT5G56610
4585,UAP56a
4586,AT3G60170
4587,AT4G00695
4588,SP1L3
4589,AT1G56520
4590,AT5G61090
4591,CAM4
4592,RPN12b
4593,AT1G05675
4594,AT3G53365
4595,AT2G24560
4596,AT4G12700
4597,SIRANBP
4598,AT3G43960
4599,AT1G75720
4600,AT5G40630
4601,AT2G30120
4602,SGS3
4603,AT4G13990
4604,AT1G15200
4605,RPF3
4606,AT2G22795
4607,AT2G25100
4608,AT4G00530
4609,AT1G72800
4610,AT5G63460
4611,CCMH
4612,AT2G35470
4613,HTA7
4614,ROPGEF2
4615,AT4G33865
4616,AT1G64560
4617,AT1G80550
4618,ATA20
4619,AT5G35926
4620,KRP6
4621,AT5G25240
4622,GH3.9
4623,AT2G07723
4624,AT2G46600
4625,AT3G59660
4626,AT1G32610
4627,AT3G47490
4628,FBP7
4629,AT3G17020
4630,AT3G17050
4631,KEA4
4632,AT5G18790
4633,PDCB1
4634,ADR1-L1
4635,AT3G01430
4636,AT4G08540
4637,AT3G22470
4638,NF-YB7
4639,AT4G29390
4640,SDD1
4641,AT2G36130
4642,RTFL19
4643,AT3G60410
4644,AT1G74330
4645,AT1G12500
4646,AT5G02680
4647,AT4G26055
4648,MIR403
4649,NAC027
4650,JAZ12
4651,AT5G57290
4652,AT1G01800)
4653,UGT78D2
4654,AT4G05030
4655,AT1G01210
4656,AT5G61800
4657,AT2G03390
4658,AT4G36130
4659,AT1G33480
4660,AT2G44578
4661,AT4G06652
4662,AAE18
4663,AT1G49390
4664,AT1G69280
4665,TCP11
4666,AT3G07910
4667,GATL5
4668,AT5G57760
4669,AT3G30200
4670,AT1G73510
4671,AT5G18750
4672,_OCT6
4673,UGT76E1
4674,ROT4
4675,FTSZ2-2
4676,VSP1
4677,AT4G21520
4678,AT4G29050
4679,AT3G01800
4680,AT1G66300
4681,GCH
4682,AT5G63350
4683,AT3G04960
4684,CYP72A8
4685,AT5G57120
4686,AT5G25920
4687,KAN3
4688,CYCB1;5
4689,AT2G31140
4690,AT1G14890
4691,NA
4692,AT2G39390
4693,AT2G20760
4694,AT3G52630
4695,AT5G57970
4696,CHR1
4697,UMAMIT31
4698,ABCI10
4699,PP2-A1
4700,AHP4
4701,AT2G41750
4702,CRF7
4703,NAD5
4704,AT5G35205
4705,AT4G01920
4706,AT1G27420
4707,EHD1
4708,NFD2
4709,AT3G47680
4710,AT2G43230
4711,AT5G66530
4712,AT2G36330
4713,BOR1
4714,AT4G31115
4715,AT1G03687
4716,AT2G20400
4717,AT5G41390
4718,SPDS1
4719,AT2G41342
4720,RLF
4721,AT3G22540
4722,MS5
4723,AOC1
4724,AT4G25290
4725,AT4G03930
4726,WRKY21
4727,AT5G47360
4728,AT5G38396
4729,PAA1
4730,AT3G04130
4731,MES14
4732,PAM1
4733,APG1
4734,AT4G08090
4735,CDL1
4736,ENDO3
4737,AT5G45560
4738,AT5G42370
4739,AT5G47700
4740,AT3G43442
4741,RALFL22
4742,UBP7
4743,GRP2B
4744,AT2G27280
4745,DMC1
4746,ACBP5
4747,AT1G16640
4748,AT5G14110
4749,AT2G04460
4750,AT5G11640
4751,AT2G06110
4752,AT1G32880
4753,AT5G02220
4754,MYB74
4755,FBA7
4756,AT3G16230
4757,AT5G26270
4758,DGK7
4759,CYP81F2
4760,AT1G50790
4761,BPEp
4762,AT1G64680
