GENESYMBOLS,ENTREZ_ID,,
AT1G52720,3246,,
NIP2;1,3247,,
AT4G10930,3248,,
SDH2-1,3249,,
AT1G43000,3250,,
ACT4,3251,,
UGT78D3,3252,,
SADHU6-1,3253,,
AT4G19870,3254,,
AT4G17260,3255,,
ALY4,3256,,
AT4G39870,3257,,
AT5G46730,3258,,
PK1B,3259,,
AT2G31710,3260,,
AT5G18150,3261,,
AT5G41780,3262,,
PUP3,3263,,
AT1G48740,3264,,
TOM7-2,3265,,
AT2G25610,3266,,
AT1G01170,3267,,
TAF15,3268,,
AT1G18060,3269,,
AT2G41440,3270,,
AT1G13650,3271,,
AT4G10270,3272,,
AT5G16900,3273,,
PEX3,3274,,
AGP12,3275,,
NPQ7,3276,,
ABCC3,3277,,
AT5G06190,3278,,
AT1G76720,3279,,
AT3G48620,3280,,
AT3G25013,3281,,
RGS1,3282,,
AT5G07910,3283,,
AT5G24430,3284,,
AT5G07020,3285,,
EPF2,3286,,
AT4G33960,3287,,
EMB2752,3288,,
SHR,3289,,
AT2G41250,3290,,
AT1G52390,3291,,
PGSIP7,3292,,
AGL29,3293,,
AT5G03380,3294,,
AT2G05765,3295,,
GEM,3296,,
PRXR1,3297,,
AT1G07885,3298,,
GAPA-2,3299,,
AT2G03980,3300,,
AT4G13190,3301,,
INT3,3302,,
AT5G04781,3303,,
AT4G26790,3304,,
AT1G04770,3305,,
AT5G38780,3306,,
AT4G06742,3307,,
MAPKKK13,3308,,
AT2G44930,3309,,
TBL23,3310,,
AT5G28910,3311,,
APT1,3312,,
AT3G12910,3313,,
emb1273,3314,,
AT2G04130,3315,,
AT3G02390,3316,,
AT2G46940,3317,,
AT4G03480,3318,,
AT4G08850,3319,,
SUMO3,3320,,
AT5G44600,3321,,
AT5G44020,3322,,
SEX4,3323,,
NUDX19,3324,,
AT4G08240,3325,,
AT1G20500,3326,,
AT4G21192,3327,,
IAA6,3328,,
AT1G60110,3329,,
UMAMIT44,3330,,
AT4G34800,3331,,
AT2G10280,3332,,
AT1G03720,3333,,
AT4G23885,3334,,
AT1G69610,3335,,
AT3G07580,3336,,
AT1G44000,3337,,
AT1G22520,3338,,
AT5G54710,3339,,
GLR1.1,3340,,
PNC2,3341,,
AT3G10780,3342,,
UBQ8,3343,,
GPX3,3344,,
AtCaN2,3345,,
AT5G35180,3346,,
GPX5,3347,,
MTHFR2,3348,,
AT3G48760,3349,,
FAF3,3350,,
SYP124,3351,,
AT4G30600,3352,,
RAP2.6,3353,,
TO1,3354,,
AT1G75300,3355,,
AT5G27771,3356,,
AT4G35370,3357,,
AT1G61180,3358,,
AT3G56410,3359,,
AT5G08660,3360,,
AT1G33590,3361,,
FBH3,3362,,
AT5G03120,3363,,
AT1G56420,3364,,
PAE2,3365,,
AT1G11940,3366,,
AT5G14700,3367,,
AOC3,3368,,
AT3G59540,3369,,
rps15ae,3370,,
AT1G69510,3371,,
AT4G19890,3372,,
AT4G30662,3373,,
ANNAT3,3374,,
AT5G58030,3375,,
AT5G27037,3376,,
AXS2,3377,,
CRK2,3378,,
CESA1,3379,,
AT3G61750,3380,,
AT1G31540,3381,,
AT4G02530,3382,,
AT2G25720,3383,,
AT5G35450,3384,,
AT5G20060,3385,,
AT1G68080,3386,,
AT3G63445,3387,,
DMT2,3388,,
CKX4,3389,,
CLE43,3390,,
AT1G27350,3391,,
DCL4,3392,,
NRPB7,3393,,
AT1G53345,3394,,
AT5G59790,3395,,
AT1G29070,3396,,
AT1G07650,3397,,
WIP1,3398,,
AT1G65484,3399,,
AT4G38370,3400,,
AT5G30490,3401,,
AT1G50130,3402,,
AT1G14970,3403,,
AT3G46540,3404,,
COW1,3405,,
AT5G53070,3406,,
AT1G34010,3407,,
RABB1a,3408,,
AT2G43460,3409,,
NAC100,3410,,
AT1G24010,3411,,
AT3G47120,3412,,
RABA3,3413,,
AT2G22930,3414,,
AT1G65900,3415,,
MYB11,3416,,
AT2G29290,3417,,
PHP,3418,,
AGP41,3419,,
AT2G36540,3420,,
AT5G01440,3421,,
AT4G15650,3422,,
AT1G01350,3423,,
AT1G22200,3424,,
SmD3,3425,,
AT4G37230,3426,,
CHR42,3427,,
TBL24,3428,,
SCAB1,3429,,
LOG6,3430,,
AT2G17972,3431,,
AT4G04190,3432,,
AT4G32610,3433,,
AT4G12410,3434,,
CRK14,3435,,
PAO4,3436,,
AT5G67630,3437,,
CIP1,3438,,
AT5G48690,3439,,
AT2G17530,3440,,
SAHH2,3441,,
AT5G03660,3442,,
ROC7,3443,,
BGLU6,3444,,
EXPA20,3445,,
IIL1,3446,,
ATCSLA09,3447,,
ATHXK4,3448,,
AT1G62660,3449,,
AT3G59890,3450,,
AT5G10960,3451,,
SETH1,3452,,
AT2G03330,3453,,
AT5G17280,3454,,
AT5G36240,3455,,
SIRB,3456,,
AT1G78530,3457,,
AT3G52730,3458,,
VIP3,3459,,
AT1G15270,3460,,
AT2G31670,3461,,
FHL,3462,,
RABA1d,3463,,
AT5G56520,3464,,
AT1G65180,3465,,
FBS2,3466,,
AT1G10740,3467,,
AT3G15810,3468,,
CYP71B24,3469,,
AT2G34460,3470,,
AL6,3471,,
AT2G23100,3472,,
AT5G57040,3473,,
AT5G52010,3474,,
AT4G16490,3475,,
AT3G48080,3476,,
AT5G02710,3477,,
TK1b,3478,,
At1g78690p,3479,,
ALDH11A3,3480,,
AT5G06165,3481,,
LPA66,3482,,
AT4G04680,3483,,
AT3G52670,3484,,
AT3G22550,3485,,
UP6,3486,,
AT1G61260,3487,,
AT1G02670,3488,,
GLY2,3489,,
NRPD7,3490,,
PUP18,3491,,
AT5G02210,3492,,
CYP705A14P,3493,,
AT4G13070,3494,,
AT4G33180,3495,,
ARPC1B,3496,,
TTL2,3497,,
AT1G61490,3498,,
AT2G19980,3499,,
AT3G58220,3500,,
AT3G43740,3501,,
BLOS1,3502,,
OPA3,3503,,
AT1G51540,3504,,
AT1G64405,3505,,
XRCC2,3506,,
AKN2,3507,,
AT3G55050,3508,,
AT1G08220,3509,,
IDN2,3510,,
BGAL14,3511,,
AT5G22090,3512,,
AT4G28060,3513,,
AT2G07687,3514,,
AT1G48745,3515,,
AT4G30570,3516,,
AT1G52347,3517,,
AT4G00955,3518,,
AT2G07674,3519,,
AT5G63490,3520,,
AT4G10600,3521,,
AT4G32360,3522,,
AT5G02950,3523,,
AT3G06240,3524,,
PUP19,3525,,
AT4G28085,3526,,
SD1-13,3527,,
AT1G65295,3528,,
PUP12,3529,,
AT3G16560,3530,,
LAP3,3531,,
AT2G07739,3532,,
AT2G29995,3533,,
AT5G65260,3534,,
AT2G23348,3535,,
AT4G11350,3536,,
FdC2,3537,,
AT2G36792,3538,,
AT5G59610,3539,,
AT1G71866,3540,,
HDG9,3541,,
AT1G68140,3542,,
AT1G69800,3543,,
AT1G66260,3544,,
AT5G26790,3545,,
CER1,3546,,
AT1G78010,3547,,
U2.2,3548,,
AT1G22250,3549,,
RIC10,3550,,
AT1G72416,3551,,
AT5G03990,3552,,
RGP2,3553,,
CRCK1,3554,,
AT1G67910,3555,,
PEPKR1,3556,,
AT5G41470,3557,,
AT5G22080,3558,,
AT3G47875,3559,,
AT1G48200,3560,,
AT1G66100,3561,,
GolS1,3562,,
CRK19,3563,,
CYP94B1,3564,,
AT3G05935,3565,,
AT2G29070,3566,,
AT5G67170,3567,,
MLO4,3568,,
AT4G35070,3569,,
GATA16,3570,,
ACR12,3571,,
AQI,3572,,
ATL63,3573,,
c-NAD-MDH1,3574,,
ADC1,3575,,
SERAT2;2,3576,,
AT2G22482,3577,,
AT4G26480,3578,,
AT2G01020,3579,,
AT1G80290,3580,,
AT3G56080,3581,,
PLSP1,3582,,
SFR2,3583,,
PAP1,3584,,
CBSX5,3585,,
AOP1,3586,,
SADHU7-1,3587,,
SUC5,3588,,
AT4G00350,3589,,
AT3G32930,3590,,
AT1G68440,3591,,
AT1G01540,3592,,
AT2G39710,3593,,
AT1G10657,3594,,
NDT1,3595,,
ORF121A,3596,,
CPT,3597,,
AT4G12850,3598,,
AFR,3599,,
AT3G50860,3600,,
SRT2,3601,,
AT4G16140,3602,,
AT3G50650,3603,,
SOG1,3604,,
AT1G26761,3605,,
AT1G09330,3606,,
NF-YB6,3607,,
RDM1,3608,,
GSTU13,3609,,
RS2Z33,3610,,
AT5G19830,3611,,
PGM3,3612,,
AGP27,3613,,
CHX2,3614,,
EDA12,3615,,
CYP72A9,3616,,
AT3G45160,3617,,
SIP4,3618,,
AT1G01130,3619,,
ACA4,3620,,
AT1G05894,3621,,
AT2G43240,3622,,
AT4G06566,3623,,
AT1G36922,3624,,
GCL2,3625,,
AT4G28480,3626,,
AT4G08520,3627,,
AT1G19190,3628,,
AT3G14170,3629,,
AT3G02620,3630,,
PMD2,3631,,
AT3G12345,3632,,
AT5G06790,3633,,
AT4G10414,3634,,
AT1G47360,3635,,
AT5G56850,3636,,
AT5G23510,3637,,
AT2G14470,3638,,
MC7,3639,,
AT3G15320,3640,,
AT3G09085,3641,,
AT5G44416,3642,,
AT1G35430,3643,,
SWEET1,3644,,
AT5G28660,3645,,
AAP1,3646,,
AT3G41768,3647,,
ALDH10A8,3648,,
AT2G07698,3649,,
AT5G46115,3650,,
CYP706A4,3651,,
NF-YA8,3652,,
CAD5,3653,,
AT1G07473,3654,,
AT4G12290,3655,,
AT3G10090,3656,,
AT2G07783,3657,,
AT5G47930,3658,,
AT5G19630,3659,,
AT4G16530,3660,,
HB32,3661,,
AT5G55010,3662,,
AT3G09970,3663,,
TBL43,3664,,
AT5G18360,3665,,
AT3G44160,3666,,
AT1G10650,3667,,
AGL38,3668,,
AT5G15802,3669,,
AT4G11590,3670,,
FNR1,3671,,
AT1G74055,3672,,
TRY,3673,,
RTNLB3,3674,,
AT1G70020,3675,,
BEH3,3676,,
AT1G27480,3677,,
GCL1,3678,,
COB,3679,,
AT5G48800,3680,,
GER1,3681,,
PCS1,3682,,
ALPHA-SNAP2,3683,,
STR16,3684,,
AT2G05950,3685,,
AT5G02740,3686,,
AT3G16010,3687,,
AT5G37380,3688,,
AT4G03940,3689,,
AT4G01335,3690,,
AT3G32917,3691,,
TBL42,3692,,
AT3G28480,3693,,
MYB47,3694,,
AT5G24980,3695,,
MES18,3696,,
AT5G41180,3697,,
AT1G26290,3698,,
SDG40,3699,,
AT1G03250,3700,,
AT4G16835,3701,,
AT2G36040,3702,,
AAS,3703,,
AT5G34665,3704,,
AT1G51110,3705,,
MYB113,3706,,
AT1G77270,3707,,
AT5G39790,3708,,
AT3G15680,3709,,
AT5G61190,3710,,
AT1G73940,3711,,
AT2G36355,3712,,
TTG2,3713,,
ABCA5,3714,,
SAUR26,3715,,
ACA2,3716,,
AT4G22760,3717,,
AT1G67870,3718,,
PMDH1,3719,,
AT2G31110,3720,,
AT5G43260,3721,,
AT3G58630,3722,,
AT2G34380,3723,,
AT4G27570,3724,,
LSM1A,3725,,
AT1G09150,3726,,
AT1G17160,3727,,
AT3G02910,3728,,
GRIK1,3729,,
AT2G43932,3730,,
AT3G44035,3731,,
ALDH10A9,3732,,
AT5G40060,3733,,
AT4G20095,3734,,
AT2G20270,3735,,
AT1G13370,3736,,
PYL4,3737,,
FIP1,3738,,
ZIP11,3739,,
AT5G54300,3740,,
SPR1,3741,,
SOB5,3742,,
AT4G34071,3743,,
AT5G44065,3744,,
PYR1,3745,,
KNAT3,3746,,
AT1G05135,3747,,
CKS,3748,,
AT4G37700,3749,,
AT1G66690,3750,,
NA,3751,,
PBC2,3752,,
AT4G29560,3753,,
AT1G35535,3754,,
UGT74E2,3755,,
AT2G07213,3756,,
SHB1,3757,,
AT2G15760,3758,,
AT3G57760,3759,,
AT4G03823,3760,,
AT5G35570,3761,,
AT1G17030,3762,,
RABA4C,3763,,
RLP31,3764,,
AT5G40340,3765,,
AT5G20820,3766,,
AT2G35387,3767,,
CYP5,3768,,
DPMS1,3769,,
AT3G10720,3770,,
AT1G32630,3771,,
AT1G74400,3772,,
AT2G04170,3773,,
CRK11,3774,,
STV1,3775,,
AT1G12830,3776,,
AT1G21220,3777,,
AT1G75550,3778,,
AT1G77230,3779,,
AT2G16750,3780,,
AT1G16350,3781,,
AT4G03180,3782,,
AT5G25230,3783,,
AT1G11020,3784,,
AT4G38250,3785,,
AT3G63220,3786,,
RPH1,3787,,
AT3G26350,3788,,
VPS60.2,3789,,
AT1G06010,3790,,
Cand1,3791,,
CCB203,3792,,
AT1G17200,3793,,
AT2G35585,3794,,
PRA1.B5,3795,,
AT2G01300,3796,,
AT1G73700,3797,,
AT4G28570,3798,,
PDC2,3799,,
AT2G37680,3800,,
GAUT4,3801,,
PSY,3802,,
AT3G30120,3803,,
AT3G06070,3804,,
PGK1,3805,,
AT1G18170,3806,,
AT2G17990,3807,,
AT3G11402,3808,,
VSR4,3809,,
RGL1,3810,,
PBCP,3811,,
MT2A,3812,,
AT3G10060,3813,,
AT1G72740,3814,,
Kin3,3815,,
AT3G06220,3816,,
MYB50,3817,,
AT4G36980,3818,,
AT2G19260,3819,,
MEF19,3820,,
EXL7,3821,,
RHM1,3822,,
AT5G44578,3823,,
APC1,3824,,
AT4G13996,3825,,
PR-1-LIKE,3826,,
AT4G16770,3827,,
AT2G43760,3828,,
HKL1,3829,,
AT5G09995,3830,,
RBP45A,3831,,
AT1G62333,3832,,
AT3G04830,3833,,
CAM5,3834,,
TIM8,3835,,
AT3G53600,3836,,
AT1G65200,3837,,
AT2G29340,3838,,
NAD-ME2,3839,,
AT3G47380,3840,,
EHB1,3841,,
HIPP25,3842,,
DL1D,3843,,
AT3G56300,3844,,
CPSF30,3845,,
AT5G50370,3846,,
MSH5,3847,,
AT5G38730,3848,,
AT1G10660,3849,,
AT4G14020,3850,,
ZAC,3851,,
AT3G59000,3852,,
AT2G46320,3853,,
AT3G25490,3854,,
ARF2,3855,,
RRN18,3856,,
AT1G65950,3857,,
AT2G41040,3858,,
AT4G16695,3859,,
AT1G35130,3860,,
AT3G59910,3861,,
GOS11,3862,,
AT1G64370,3863,,
AT2G41000,3864,,
AT3G25815,3865,,
AT3G56580,3866,,
SINAT2,3867,,
AT4G21620,3868,,
AT3G08600,3869,,
AT5G12450,3870,,
AT1G51670,3871,,
AT1G51870,3872,,
TPR8,3873,,
AT3G07340,3874,,
UBC18,3875,,
AT2G23690,3876,,
AT2G36110,3877,,
AT1G62590,3878,,
AT3G13280,3879,,
AT4G20725,3880,,
AT4G04480,3881,,
bZIP3,3882,,
PDE338,3883,,
AT5G56370,3884,,
CK1,3885,,
AT4G37420,3886,,
AT5G42680,3887,,
AT1G54770,3888,,
AT4G38810,3889,,
AT2G06100,3890,,
AT3G26910,3891,,
SCL30A,3892,,
AT4G01023,3893,,
AT2G38780,3894,,
AT2G33260,3895,,
AT1G62770,3896,,
AT5G11330,3897,,
PLL4,3898,,
RABH1a,3899,,
AT5G54170,3900,,
AT3G25011,3901,,
AT2G11880,3902,,
CSA1,3903,,
ARPC1A,3904,,
CPA,3905,,
SYP61,3906,,
AT3G05830,3907,,
AT2G40780,3908,,
AT2G47640,3909,,
GAS41,3910,,
AT1G62045,3911,,
AT3G24110,3912,,
AT3G29375,3913,,
AT1G73020,3914,,
AT3G17070,3915,,
NAP5,3916,,
XLG1,3917,,
NAD5,3918,,
ABCG22,3919,,
AT2G24592,3920,,
AT2G35795,3921,,
ASPGA1,3922,,
NAC2,3923,,
AT1G05550,3924,,
AT1G43310,3925,,
AGF2,3926,,
AT3G27600,3927,,
XTH6,3928,,
AT1G08710,3929,,
LPA1,3930,,
AT2G07688,3931,,
AT3G48346,3932,,
ATXR5,3933,,
AT2G06760,3934,,
AT5G48970,3935,,
AT5G42760,3936,,
AT1G23100,3937,,
VAT1,3938,,
AT4G06615,3939,,
SEC61 BETA,3940,,
AT2G35410,3941,,
TCP3,3942,,
AT2G30830,3943,,
CPK5,3944,,
AT5G40660,3945,,
PSK3,3946,,
AT3G13277,3947,,
AT4G40020,3948,,
CYP72C1,3949,,
XTH16,3950,,
CPN20,3951,,
ULT1,3952,,
AT2G13000,3953,,
AT5G41840,3954,,
EMB2768,3955,,
AT5G22460,3956,,
AT4G24420,3957,,
SAUR63,3958,,
AT4G32350,3959,,
AT3G44670,3960,,
AT1G56045,3961,,
AT1G29670,3962,,
CYP71B37,3963,,
AT2G27140,3964,,
AT3G17225,3965,,
EIF4E,3966,,
SYP41,3967,,
AT1G42480,3968,,
AT5G12470,3969,,
BRK1,3970,,
AT2G13130,3971,,
PMSR3,3972,,
AL4,3973,,
AT4G16442,3974,,
SDS,3975,,
RAD51B,3976,,
HAB2,3977,,
NAD7,3978,,
AT2G32090,3979,,
AT3G13500,3980,,
SUC1,3981,,
OHP2,3982,,
AT1G10110,3983,,
SR1,3984,,
LBD1,3985,,
AT3G25826,3986,,
PSD2,3987,,
IPT7,3988,,
emb1441,3989,,
AT1G50140,3990,,
AT1G76440,3991,,
AT1G11360,3992,,
HCF101,3993,,
AT4G16215,3994,,
AT1G70000,3995,,
GPX4,3996,,
AT3G59840,3997,,
AT1G15430,3998,,
AT5G07890,3999,,
AT1G68580,4000,,
AT2G33420,4001,,
AT5G33990,4002,,
AT5G58120,4003,,
AT5G17660,4004,,
GSTZ1,4005,,
AT5G05600,4006,,
AT2G44090,4007,,
AT2G24760,4008,,
AT5G03110,4009,,
AT1G63610,4010,,
AT2G19910,4011,,
AT4G38980,4012,,
AT1G28395,4013,,
AT5G05890,4014,,
AT4G33467,4015,,
AT5G64816,4016,,
AT4G10950,4017,,
TOM6,4018,,
JAZ10,4019,,
AT5G65120,4020,,
AT3G17712,4021,,
ABR1,4022,,
AT5G48490,4023,,
AT5G04320,4024,,
AT3G15650,4025,,
AT3G54160,4026,,
PEN2,4027,,
AT4G04601,4028,,
AT4G37280,4029,,
AT5G03890,4030,,
AT4G35940,4031,,
AT3G07380,4032,,
AT4G24830,4033,,
AT1G78865,4034,,
APRR8,4035,,
AT1G23340,4036,,
ZML2,4037,,
AT5G63260,4038,,
AT5G12310,4039,,
GONST4,4040,,
GGPS1,4041,,
AT1G21651,4042,,
AT1G62600,4043,,
AT2G42975,4044,,
ORF145C,4045,,
AT1G61620,4046,,
POLGAMMA2,4047,,
AT4G32960,4048,,
AT3G43930,4049,,
AT3G26360,4050,,
AT1G78172,4051,,
AT1G60075,4052,,
MIR159b,4053,,
AT3G27570,4054,,
INT2,4055,,
AT3G43357,4056,,
AT4G32590,4057,,
AT4G38290,4058,,
AT1G33475,4059,,
PBS1,4060,,
ATSDI1,4061,,
AT4G16240,4062,,
HOS3-1,4063,,
OCP3,4064,,
AT4G23950,4065,,
AT3G03773,4066,,
AT5G07610,4067,,
NdhT,4068,,
ADK,4069,,
RUXF,4070,,
AT5G09510,4071,,
AT2G37500,4072,,
AT3G54130,4073,,
AT5G42645,4074,,
GPAT2,4075,,
AT1G60900,4076,,
RUB1,4077,,
TPD1,4078,,
AT2G10605,4079,,
AT2G03291,4080,,
AT1G63750,4081,,
AT2G43865,4082,,
AT5G20740,4083,,
CPK28,4084,,
AT2G43530,4085,,
AT4G38550,4086,,
AT1G34440,4087,,
GGP3,4088,,
AT3G23390,4089,,
AT4G13170,4090,,
AT4G35295,4091,,
AT2G07030,4092,,
AT2G33000,4093,,
AT1G77405,4094,,
AT3G25130,4095,,
AT4G35220,4096,,
AGP16,4097,,
AT3G22235,4098,,
AT3G05327,4099,,
WAK4,4100,,
AT5G17540,4101,,
AT3G02610,4102,,
AT5G20130,4103,,
CRK3,4104,,
PERK3,4105,,
RUS5,4106,,
AT1G23960,4107,,
AT2G27402,4108,,
AT1G13195,4109,,
emb2204,4110,,
AT1G23965,4111,,
5PTase12,4112,,
AT5G09290,4113,,
AT5G37410,4114,,
ABA2,4115,,
AT2G33255,4116,,
AT4G26710,4117,,
PK1,4118,,
AT3G25660,4119,,
DRL1,4120,,
PUB26,4121,,
AT4G15010,4122,,
CLE2,4123,,
AT4G33140,4124,,
AT1G45140,4125,,
AT2G40270,4126,,
AT4G11390,4127,,
FIB,4128,,
U11/U12-31K,4129,,
AT2G05270,4130,,
EMB3105,4131,,
TWD1,4132,,
AT4G29700,4133,,
RPB5D,4134,,
ATP5,4135,,
AT2G45685,4136,,
ARGAH2,4137,,
NUDT7,4138,,
AT2G43550,4139,,
SCAMP3,4140,,
RBOH F,4141,,
MEF3,4142,,
AT1G70740,4143,,
NTL8,4144,,
AT2G17610,4145,,
TRFL4,4146,,
AT1G24270,4147,,
AT2G34230,4148,,
AT1G51850,4149,,
AT2G44000,4150,,
AGL23,4151,,
AT1G05210,4152,,
AT3G52680,4153,,
NET4A,4154,,
AT1G72090,4155,,
AOP2,4156,,
LSM3B,4157,,
AT1G44760,4158,,
CIPK26,4159,,
AT5G08060,4160,,
AT4G18300,4161,,
AT3G11210,4162,,
AT2G22370,4163,,
RS2Z32,4164,,
AT2G13420,4165,,
AT3G44790,4166,,
GLDP2,4167,,
AT4G11211,4168,,
AT4G01915,4169,,
AT2G12780,4170,,
RRN5,4171,,
bZIP68,4172,,
DRL1,4173,,
AT5G65470,4174,,
CLC-F,4175,,
AT1G53233,4176,,
AT1G35700,4177,,
AME3,4178,,
SCPL7,4179,,
AT3G19520,4180,,
AT2G38465,4181,,
CA1,4182,,
AT5G49410,4183,,
AT3G16712,4184,,
PHYD,4185,,
AT5G59470,4186,,
AT4G37020,4187,,
AT5G42250,4188,,
GGH2,4189,,
AT3G60920,4190,,
ROPGEF11,4191,,
AT3G48344,4192,,
AT4G11560,4193,,
AT3G06700,4194,,
AT1G66110,4195,,
AT1G24130,4196,,
GT2,4197,,
AT5G25754,4198,,
AT2G26240,4199,,
SK41,4200,,
CM3,4201,,
SIR,4202,,
At17.1,4203,,
AT1G56345,4204,,
AT5G51410,4205,,
UBQ9,4206,,
AT2G37435,4207,,
CAM3,4208,,
PFD3,4209,,
AT1G61165,4210,,
AT4G28170,4211,,
RGL2,4212,,
RABC2b,4213,,
AT5G47940,4214,,
AT1G40087,4215,,
NTL,4216,,
AT1G61440,4217,,
AT2G39170,4218,,
AT5G06420,4219,,
AT4G13992,4220,,
AT4G17240,4221,,
PAPP2C,4222,,
RALFL34,4223,,
AT2G35030,4224,,
AT4G39040,4225,,
HSFA3,4226,,
TRM21,4227,,
MRL7,4228,,
NUDX13,4229,,
CB5-C,4230,,
PLP3b,4231,,
ATAN11,4232,,
NA,4233,,
AT3G10890,4234,,
TRFL9,4235,,
AT5G18180,4236,,
AT5G20090,4237,,
AT5G17560,4238,,
CER4,4239,,
AT1G22830,4240,,
AT3G15900,4241,,
AT5G01595,4242,,
AT3G17800,4243,,
AT1G76350,4244,,
AT3G27025,4245,,
scpl4,4246,,
AT1G29465,4247,,
AT2G10735,4248,,
AT3G22090,4249,,
AT3G60080,4250,,
AT4G01040,4251,,
AREB3,4252,,
AT3G02190,4253,,
AT1G17145,4254,,
AT2G07775,4255,,
AT5G61590,4256,,
AT2G40910,4257,,
AT4G31330,4258,,
DIN9,4259,,
AGP21,4260,,
CIPK4,4261,,
AT5G54569,4262,,
AT5G38005,4263,,
PFA-DSP4,4264,,
AT1G17620,4265,,
KCS20,4266,,
AT5G33399,4267,,
ATS3,4268,,
HVA22D,4269,,
AT3G14100,4270,,
PLS,4271,,
NF-YB2,4272,,
ARF1,4273,,
AT3G58180,4274,,
AT3G04184,4275,,
RPL27AB,4276,,
BZIP60,4277,,
AT1G36190,4278,,
MEE18,4279,,
AT1G01490,4280,,
AT5G23535,4281,,
AT1G49700,4282,,
AT1G70280,4283,,
AT4G15670,4284,,
MGD1,4285,,
CYP71B33,4286,,
GTG2,4287,,
AT1G53380,4288,,
CAM1,4289,,
AT4G04150,4290,,
AT4G02482,4291,,
AT5G43822,4292,,
AT1G73040,4293,,
AT1G29418,4294,,
LAG13,4295,,
AT4G16900,4296,,
AT1G62520,4297,,
TRZ1,4298,,
AT5G44220,4299,,
AT1G71360,4300,,
AT5G25570,4301,,
AT2G25190,4302,,
AT5G38310,4303,,
AT1G04200,4304,,
AT5G09890,4305,,
AT3G19660,4306,,
TPS08,4307,,
AT3G52040,4308,,
RPB5E,4309,,
AT2G14455,4310,,
FT1,4311,,
AT4G21890,4312,,
SPL15,4313,,
AT3G52260,4314,,
AT2G26800,4315,,
AT1G68030,4316,,
C2,4317,,
AT1G05540,4318,,
AT2G25625,4319,,
FUC1,4320,,
MCD1,4321,,
OFP11,4322,,
LCAT3,4323,,
AT2G24310,4324,,
AT1G35560,4325,,
AT5G17380,4326,,
CP12-2,4327,,
AT4G17670,4328,,
AT4G26860,4329,,
ATG18B,4330,,
AT2G14070,4331,,
AT5G02720,4332,,
AT1G65485,4333,,
AT4G26795,4334,,
PSY1R,4335,,
AT5G63900,4336,,
AT5G23155,4337,,
AT5G33207,4338,,
AT1G04480,4339,,
AT4G08190,4340,,
AT5G25470,4341,,
HPL1,4342,,
AT5G65205,4343,,
SNRK2.3,4344,,
AT1G56720,4345,,
AT1G61280,4346,,
PFK1,4347,,
CRB,4348,,
AT1G19240,4349,,
AT4G01230,4350,,
AT4G16460,4351,,
AT3G47250,4352,,
EXO70H7,4353,,
AT1G67480,4354,,
AT2G19140,4355,,
PAI1,4356,,
AT5G27760,4357,,
AT2G30100,4358,,
AT3G07920,4359,,
AT3G47090,4360,,
MDHAR,4361,,
AT1G07450,4362,,
AT4G20362,4363,,
AT4G26380,4364,,
AT5G48790,4365,,
ARR6,4366,,
AT1G53440,4367,,
UMAMIT6,4368,,
AT4G30830,4369,,
AT3G46650,4370,,
NAC032,4371,,
AT4G10650,4372,,
MAP65-4,4373,,
AT4G11550,4374,,
AT1G03650,4375,,
AT2G17442,4376,,
DWF4,4377,,
IDD16,4378,,
AT2G04100,4379,,
AT1G25260,4380,,
AT4G31790,4381,,
AT5G38720,4382,,
AT4G10360,4383,,
PSBL,4384,,
PAP16,4385,,
AT3G19550,4386,,
AT1G51340,4387,,
AT1G34100,4388,,
AT5G57860,4389,,
HWI1,4390,,
AT2G38980,4391,,
AT4G33280,4392,,
AT2G04900,4393,,
AT5G37540,4394,,
PIP2A,4395,,
AT2G45720,4396,,
CSP3,4397,,
STE1,4398,,
AT3G15110,4399,,
AMT2,4400,,
AT4G02485,4401,,
CYP705A23,4402,,
AT2G10980,4403,,
IAR4,4404,,
BRG2,4405,,
AT5G18065,4406,,
TIFY7,4407,,
MIPS2,4408,,
EFR,4409,,
AT5G16590,4410,,
ACS11,4411,,
NUDT24,4412,,
AT4G03500,4413,,
DGK1,4414,,
AT4G01735,4415,,
AT1G17430,4416,,
AT5G16640,4417,,
AT5G16200,4418,,
AT5G60270,4419,,
arpc2b,4420,,
AT4G21730,4421,,
PSB28,4422,,
AT4G18810,4423,,
CRK42,4424,,
AT1G33100,4425,,
AT4G30090,4426,,
AT5G50420,4427,,
AT1G36630,4428,,
AT3G50560,4429,,
AT1G50575,4430,,
RBL7,4431,,
AT2G42190,4432,,
AT3G51325,4433,,
TRB3,4434,,
SCPL51,4435,,
AT1G59960,4436,,
ATHSRP54A,4437,,
AT1G45248,4438,,
RPL9,4439,,
WRKY11,4440,,
AT1G26880,4441,,
AT4G36925,4442,,
AT5G39800,4443,,
AT4G12890,4444,,
AT3G27906,4445,,
AT5G41710,4446,,
AT5G59305,4447,,
AT2G40290,4448,,
AT5G53930,4449,,
CPK4,4450,,
GAUT7,4451,,
AT2G28370,4452,,
HMA1,4453,,
NGA2,4454,,
AT3G48020,4455,,
ORF107A,4456,,
AT3G24360,4457,,
AT4G32390,4458,,
MMZ2,4459,,
AT5G55050,4460,,
AT1G12440,4461,,
AT5G66000,4462,,
AT2G37975,4463,,
AT5G38290,4464,,
AT3G53840,4465,,
AT2G42980,4466,,
AT3G57810,4467,,
GT18,4468,,
AT2G24280,4469,,
